,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,month
770,West Gear,1128299,2020-03-25,West,Colorado,Denver,Women's Street Footwear,3.796747967479675,123.0,467.0,234.0,Online,2020,3
771,West Gear,1128299,2020-03-26,West,Colorado,Denver,Women's Athletic Footwear,3.5972222222222223,72.0,259.0,117.0,Online,2020,3
772,West Gear,1128299,2020-03-27,West,Colorado,Denver,Men's Apparel,4.293103448275862,58.0,249.0,155.0,Online,2020,3
773,West Gear,1128299,2020-03-28,West,Colorado,Denver,Women's Apparel,3.6982758620689653,116.0,429.0,116.0,Online,2020,3
774,West Gear,1128299,2020-03-29,West,Colorado,Denver,Men's Street Footwear,3.703030303030303,165.0,611.0,293.0,Online,2020,3
775,West Gear,1128299,2020-03-30,West,Colorado,Denver,Men's Athletic Footwear,4.803571428571429,112.0,538.0,183.0,Online,2020,3
776,West Gear,1128299,2020-03-31,West,Colorado,Denver,Women's Street Footwear,5.103448275862069,116.0,592.0,290.0,Online,2020,3
777,West Gear,1128299,2020-04-01,West,Colorado,Denver,Women's Athletic Footwear,5.1,90.0,459.0,197.0,Online,2020,4
778,West Gear,1128299,2020-04-02,West,Colorado,Denver,Men's Apparel,5.589743589743589,39.0,218.0,131.0,Online,2020,4
779,West Gear,1128299,2020-04-03,West,Colorado,Denver,Women's Apparel,5.2,95.0,494.0,143.0,Online,2020,4
780,West Gear,1128299,2020-04-04,West,Colorado,Denver,Men's Street Footwear,5.5038167938931295,131.0,721.0,339.0,Online,2020,4
781,West Gear,1128299,2020-04-05,West,Colorado,Denver,Men's Athletic Footwear,5.904255319148936,94.0,555.0,194.0,Online,2020,4
782,West Gear,1128299,2020-04-06,West,Colorado,Denver,Women's Street Footwear,6.097345132743363,113.0,689.0,345.0,Online,2020,4
783,West Gear,1128299,2020-04-07,West,Colorado,Denver,Women's Athletic Footwear,5.594594594594595,74.0,414.0,178.0,Online,2020,4
784,West Gear,1128299,2020-04-08,West,Colorado,Denver,Men's Apparel,6.204545454545454,44.0,273.0,166.0,Online,2020,4
785,West Gear,1128299,2020-04-09,West,Colorado,Denver,Women's Apparel,7.204081632653061,98.0,706.0,176.0,Online,2020,4
786,West Gear,1128299,2020-04-10,West,Colorado,Denver,Men's Street Footwear,5.5038167938931295,131.0,721.0,440.0,Online,2020,4
787,West Gear,1128299,2020-04-11,West,Colorado,Denver,Men's Athletic Footwear,6.0,105.0,630.0,290.0,Online,2020,4
788,West Gear,1128299,2020-04-12,West,Colorado,Denver,Women's Street Footwear,5.8979591836734695,98.0,578.0,347.0,Online,2020,4
789,West Gear,1128299,2020-04-13,West,Colorado,Denver,Women's Athletic Footwear,5.797101449275362,69.0,400.0,236.0,Online,2020,4
790,West Gear,1128299,2020-04-14,West,Colorado,Denver,Men's Apparel,6.295454545454546,44.0,277.0,211.0,Online,2020,4
791,West Gear,1128299,2020-04-15,West,Colorado,Denver,Women's Apparel,7.398496240601504,133.0,984.0,423.0,Online,2020,4
792,West Gear,1128299,2020-04-16,West,Colorado,Denver,Men's Street Footwear,5.402116402116402,189.0,1021.0,653.0,Online,2020,4
793,West Gear,1128299,2020-04-17,West,Colorado,Denver,Men's Athletic Footwear,5.902777777777778,144.0,850.0,425.0,Online,2020,4
794,West Gear,1128299,2020-04-18,West,Colorado,Denver,Women's Street Footwear,6.4,150.0,960.0,614.0,Online,2020,4
795,West Gear,1128299,2020-04-19,West,Colorado,Denver,Women's Athletic Footwear,6.2,135.0,837.0,502.0,Online,2020,4
796,West Gear,1128299,2020-04-20,West,Colorado,Denver,Men's Apparel,6.604395604395604,91.0,601.0,462.0,Online,2020,4
797,West Gear,1128299,2020-04-21,West,Colorado,Denver,Women's Apparel,8.298342541436464,181.0,1502.0,646.0,Online,2020,4
798,West Gear,1128299,2020-04-22,West,Colorado,Denver,Men's Street Footwear,6.400990099009901,202.0,1293.0,776.0,Online,2020,4
799,West Gear,1128299,2020-04-23,West,Colorado,Denver,Men's Athletic Footwear,6.702127659574468,188.0,1260.0,504.0,Online,2020,4
800,West Gear,1128299,2020-04-24,West,Colorado,Denver,Women's Street Footwear,6.701863354037267,161.0,1079.0,593.0,Online,2020,4
801,West Gear,1128299,2020-04-25,West,Colorado,Denver,Women's Athletic Footwear,6.0979020979020975,143.0,872.0,454.0,Online,2020,4
802,West Gear,1128299,2020-04-26,West,Colorado,Denver,Men's Apparel,6.702290076335878,131.0,878.0,614.0,Online,2020,4
803,West Gear,1128299,2020-04-27,West,Colorado,Denver,Women's Apparel,7.802919708029197,137.0,1069.0,427.0,Online,2020,4
804,West Gear,1128299,2020-04-28,West,Colorado,Denver,Men's Street Footwear,6.301020408163265,196.0,1235.0,729.0,Online,2020,4
805,West Gear,1128299,2020-04-29,West,Colorado,Denver,Men's Athletic Footwear,7.301587301587301,189.0,1380.0,579.0,Online,2020,4
806,West Gear,1128299,2020-04-30,West,Colorado,Denver,Women's Street Footwear,6.699300699300699,143.0,958.0,546.0,Online,2020,4
807,West Gear,1128299,2020-05-01,West,Colorado,Denver,Women's Athletic Footwear,6.303703703703704,135.0,851.0,459.0,Online,2020,5
808,West Gear,1128299,2020-05-02,West,Colorado,Denver,Men's Apparel,7.4,140.0,1036.0,756.0,Online,2020,5
809,West Gear,1128299,2020-05-03,West,Colorado,Denver,Women's Apparel,7.4,100.0,740.0,259.0,Online,2020,5
810,West Gear,1128299,2020-05-04,West,Colorado,Denver,Men's Street Footwear,5.901234567901234,162.0,956.0,507.0,Online,2020,5
811,West Gear,1128299,2020-05-05,West,Colorado,Denver,Men's Athletic Footwear,6.898809523809524,168.0,1159.0,417.0,Online,2020,5
812,West Gear,1128299,2020-05-06,West,Colorado,Denver,Women's Street Footwear,6.0,113.0,678.0,339.0,Online,2020,5
813,West Gear,1128299,2020-05-07,West,Colorado,Denver,Women's Athletic Footwear,5.9,100.0,590.0,283.0,Online,2020,5
814,West Gear,1128299,2020-05-08,West,Colorado,Denver,Men's Apparel,7.4,120.0,888.0,613.0,Online,2020,5
815,West Gear,1128299,2020-05-09,West,Colorado,Denver,Women's Apparel,6.5,106.0,689.0,214.0,Online,2020,5
816,West Gear,1128299,2020-05-10,West,Colorado,Denver,Men's Street Footwear,5.102189781021898,137.0,699.0,349.0,Online,2020,5
817,West Gear,1128299,2020-05-11,West,Colorado,Denver,Men's Athletic Footwear,5.401315789473684,152.0,821.0,287.0,Online,2020,5
818,West Gear,1128299,2020-05-12,West,Colorado,Denver,Women's Street Footwear,5.098039215686274,102.0,520.0,260.0,Online,2020,5
819,West Gear,1128299,2020-05-13,West,Colorado,Denver,Women's Athletic Footwear,5.305882352941176,85.0,451.0,207.0,Online,2020,5
820,West Gear,1128299,2020-05-14,West,Colorado,Denver,Men's Apparel,6.4,75.0,480.0,317.0,Online,2020,5
821,West Gear,1128299,2020-05-15,West,Colorado,Denver,Women's Apparel,6.504761904761905,105.0,683.0,205.0,Online,2020,5
822,West Gear,1128299,2020-05-16,West,Colorado,Denver,Men's Street Footwear,5.2,150.0,780.0,429.0,Online,2020,5
823,West Gear,1128299,2020-05-17,West,Colorado,Denver,Men's Athletic Footwear,5.5,150.0,825.0,305.0,Online,2020,5
824,West Gear,1128299,2020-05-18,West,Colorado,Denver,Women's Street Footwear,5.1015625,128.0,653.0,346.0,Online,2020,5
825,West Gear,1128299,2020-05-19,West,Colorado,Denver,Women's Athletic Footwear,6.0,116.0,696.0,334.0,Online,2020,5
826,West Gear,1128299,2020-05-20,West,Colorado,Denver,Men's Apparel,6.8,105.0,714.0,493.0,Online,2020,5
827,West Gear,1128299,2020-05-21,West,Colorado,Denver,Women's Apparel,7.3,130.0,949.0,294.0,Online,2020,5
828,West Gear,1128299,2020-05-22,West,Colorado,Denver,Men's Street Footwear,5.901477832512315,203.0,1198.0,623.0,Online,2020,5
829,West Gear,1128299,2020-05-23,West,Colorado,Denver,Men's Athletic Footwear,6.4010989010989015,182.0,1165.0,443.0,Online,2020,5
830,West Gear,1128299,2020-05-24,West,Colorado,Denver,Women's Street Footwear,6.0,125.0,750.0,413.0,Online,2020,5
831,West Gear,1128299,2020-05-25,West,Colorado,Denver,Women's Athletic Footwear,6.304,125.0,788.0,354.0,Online,2020,5
832,West Gear,1128299,2020-05-26,West,Colorado,Denver,Men's Apparel,6.8,115.0,782.0,524.0,Online,2020,5
833,West Gear,1128299,2020-05-27,West,Colorado,Denver,Women's Apparel,7.5036496350364965,137.0,1028.0,339.0,Online,2020,5
834,West Gear,1128299,2020-05-28,West,Colorado,Denver,Men's Street Footwear,3.5982905982905984,117.0,421.0,173.0,Online,2020,5
835,West Gear,1128299,2020-05-29,West,Colorado,Denver,Men's Athletic Footwear,4.801526717557252,131.0,629.0,252.0,Online,2020,5
836,West Gear,1128299,2020-05-30,West,Colorado,Denver,Women's Street Footwear,4.6,135.0,621.0,217.0,Online,2020,5
837,West Gear,1128299,2020-05-31,West,Colorado,Denver,Women's Athletic Footwear,4.897435897435898,78.0,382.0,157.0,Online,2020,5
838,West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Apparel,5.095890410958904,73.0,372.0,145.0,Online,2020,6
839,West Gear,1128299,2020-06-02,West,Washington,Seattle,Women's Apparel,4.6,125.0,575.0,178.0,Online,2020,6
840,West Gear,1128299,2020-06-03,West,Washington,Seattle,Men's Street Footwear,3.601449275362319,138.0,497.0,214.0,Online,2020,6
841,West Gear,1128299,2020-06-04,West,Washington,Seattle,Men's Athletic Footwear,4.702290076335878,131.0,616.0,240.0,Online,2020,6
842,West Gear,1128299,2020-06-05,West,Washington,Seattle,Women's Street Footwear,4.69672131147541,122.0,573.0,224.0,Online,2020,6
843,West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Athletic Footwear,4.804597701149425,87.0,418.0,175.0,Online,2020,6
844,West Gear,1128299,2020-06-07,West,Washington,Seattle,Men's Apparel,5.2,65.0,338.0,135.0,Online,2020,6
845,West Gear,1128299,2020-06-08,West,Washington,Seattle,Women's Apparel,4.6016260162601625,123.0,566.0,175.0,Online,2020,6
846,West Gear,1128299,2020-06-09,West,Washington,Seattle,Men's Street Footwear,4.598802395209581,167.0,768.0,346.0,Online,2020,6
847,West Gear,1128299,2020-06-10,West,Washington,Seattle,Men's Athletic Footwear,5.8,115.0,667.0,240.0,Online,2020,6
848,West Gear,1128299,2020-06-11,West,Washington,Seattle,Women's Street Footwear,6.0,115.0,690.0,276.0,Online,2020,6
849,West Gear,1128299,2020-06-12,West,Washington,Seattle,Women's Athletic Footwear,6.4,85.0,544.0,228.0,Online,2020,6
850,West Gear,1128299,2020-06-13,West,Washington,Seattle,Men's Apparel,6.891304347826087,46.0,317.0,121.0,Online,2020,6
851,West Gear,1128299,2020-06-14,West,Washington,Seattle,Women's Apparel,6.2,105.0,651.0,221.0,Online,2020,6
852,West Gear,1128299,2020-06-15,West,Washington,Seattle,Men's Street Footwear,6.8,160.0,1088.0,479.0,Online,2020,6
853,West Gear,1128299,2020-06-16,West,Washington,Seattle,Men's Athletic Footwear,7.1022727272727275,88.0,625.0,244.0,Online,2020,6
854,West Gear,1128299,2020-06-17,West,Washington,Seattle,Women's Street Footwear,7.4,120.0,888.0,346.0,Online,2020,6
855,West Gear,1128299,2020-06-18,West,Washington,Seattle,Women's Athletic Footwear,5.5,90.0,495.0,208.0,Online,2020,6
856,West Gear,1128299,2020-06-19,West,Washington,Seattle,Men's Apparel,5.892857142857143,56.0,330.0,132.0,Online,2020,6
857,West Gear,1128299,2020-06-20,West,Washington,Seattle,Women's Apparel,7.795454545454546,88.0,686.0,220.0,Online,2020,6
858,West Gear,1128299,2020-06-21,West,Washington,Seattle,Men's Street Footwear,5.503030303030303,165.0,908.0,372.0,Online,2020,6
859,West Gear,1128299,2020-06-22,West,Washington,Seattle,Men's Athletic Footwear,6.0,108.0,648.0,246.0,Online,2020,6
860,West Gear,1128299,2020-06-23,West,Washington,Seattle,Women's Street Footwear,6.1,120.0,732.0,278.0,Online,2020,6
861,West Gear,1128299,2020-06-24,West,Washington,Seattle,Women's Athletic Footwear,5.9,90.0,531.0,234.0,Online,2020,6
862,West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Apparel,6.0,52.0,312.0,119.0,Online,2020,6
863,West Gear,1128299,2020-06-26,West,Washington,Seattle,Women's Apparel,7.504,125.0,938.0,309.0,Online,2020,6
864,West Gear,1128299,2020-06-27,West,Washington,Seattle,Men's Street Footwear,7.102564102564102,195.0,1385.0,581.0,Online,2020,6
865,West Gear,1128299,2020-06-28,West,Washington,Seattle,Men's Athletic Footwear,7.398936170212766,188.0,1391.0,515.0,Online,2020,6
866,West Gear,1128299,2020-06-29,West,Washington,Seattle,Women's Street Footwear,7.2024539877300615,163.0,1174.0,446.0,Online,2020,6
867,West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Athletic Footwear,7.504,125.0,938.0,375.0,Online,2020,6
868,West Gear,1128299,2020-07-01,West,Washington,Seattle,Men's Apparel,8.2,105.0,861.0,336.0,Online,2020,7
869,West Gear,1128299,2020-07-02,West,Washington,Seattle,Women's Apparel,9.802197802197803,182.0,1784.0,606.0,Online,2020,7
870,West Gear,1128299,2020-07-03,West,Washington,Seattle,Men's Street Footwear,7.301255230125523,239.0,1745.0,698.0,Online,2020,7
871,West Gear,1128299,2020-07-04,West,Washington,Seattle,Men's Athletic Footwear,8.197802197802197,182.0,1492.0,537.0,Online,2020,7
872,West Gear,1128299,2020-07-05,West,Washington,Seattle,Women's Street Footwear,7.8,175.0,1365.0,478.0,Online,2020,7
873,West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Athletic Footwear,7.802919708029197,137.0,1069.0,438.0,Online,2020,7
874,West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Apparel,7.701388888888889,144.0,1109.0,388.0,Online,2020,7
875,West Gear,1128299,2020-07-08,West,Washington,Seattle,Women's Apparel,9.503225806451614,155.0,1473.0,515.0,Online,2020,7
876,West Gear,1128299,2020-07-09,West,Washington,Seattle,Men's Street Footwear,8.0,217.0,1736.0,781.0,Online,2020,7
877,West Gear,1128299,2020-07-10,West,Washington,Seattle,Men's Athletic Footwear,7.7,210.0,1617.0,631.0,Online,2020,7
878,West Gear,1128299,2020-07-11,West,Washington,Seattle,Women's Street Footwear,7.300613496932515,163.0,1190.0,416.0,Online,2020,7
879,West Gear,1128299,2020-07-12,West,Washington,Seattle,Women's Athletic Footwear,7.4,155.0,1147.0,505.0,Online,2020,7
880,West Gear,1128299,2020-07-13,West,Washington,Seattle,Men's Apparel,7.103225806451613,155.0,1101.0,429.0,Online,2020,7
881,West Gear,1128299,2020-07-14,West,Washington,Seattle,Women's Apparel,7.601851851851852,108.0,821.0,271.0,Online,2020,7
882,West Gear,1128299,2020-07-15,West,Washington,Seattle,Men's Street Footwear,6.397435897435898,156.0,998.0,409.0,Online,2020,7
883,West Gear,1128299,2020-07-16,West,Washington,Seattle,Men's Athletic Footwear,7.097701149425287,174.0,1235.0,432.0,Online,2020,7
884,West Gear,1128299,2020-07-17,West,Washington,Seattle,Women's Street Footwear,6.303703703703704,135.0,851.0,315.0,Online,2020,7
885,West Gear,1128299,2020-07-18,West,Washington,Seattle,Women's Athletic Footwear,6.696428571428571,112.0,750.0,300.0,Online,2020,7
886,West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Apparel,7.198198198198198,111.0,799.0,320.0,Online,2020,7
887,West Gear,1128299,2020-07-20,West,Washington,Seattle,Women's Apparel,6.20353982300885,113.0,701.0,245.0,Online,2020,7
888,West Gear,1128299,2020-07-21,West,Washington,Seattle,Men's Street Footwear,5.798657718120805,149.0,864.0,346.0,Online,2020,7
889,West Gear,1128299,2020-07-22,West,Washington,Seattle,Men's Athletic Footwear,6.398550724637682,138.0,883.0,327.0,Online,2020,7
890,West Gear,1128299,2020-07-23,West,Washington,Seattle,Women's Street Footwear,5.601769911504425,113.0,633.0,228.0,Online,2020,7
891,West Gear,1128299,2020-07-24,West,Washington,Seattle,Women's Athletic Footwear,5.795918367346939,98.0,568.0,250.0,Online,2020,7
892,West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Apparel,6.904255319148936,94.0,649.0,227.0,Online,2020,7
893,West Gear,1128299,2020-07-26,West,Washington,Seattle,Women's Apparel,7.099009900990099,101.0,717.0,251.0,Online,2020,7
894,West Gear,1128299,2020-07-27,West,Washington,Seattle,Men's Street Footwear,5.401234567901234,162.0,875.0,385.0,Online,2020,7
895,West Gear,1128299,2020-07-28,West,Washington,Seattle,Men's Athletic Footwear,6.0,188.0,1128.0,417.0,Online,2020,7
896,West Gear,1128299,2020-07-29,West,Washington,Seattle,Women's Street Footwear,5.403225806451613,124.0,670.0,248.0,Online,2020,7
897,West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Athletic Footwear,6.897435897435898,117.0,807.0,347.0,Online,2020,7
898,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Apparel,8.504347826086956,115.0,978.0,391.0,Online,2020,7
899,West Gear,1128299,2020-08-01,West,Washington,Seattle,Women's Apparel,8.797101449275363,138.0,1214.0,376.0,Online,2020,8
900,West Gear,1128299,2020-08-02,West,Washington,Seattle,Men's Street Footwear,7.797872340425532,188.0,1466.0,587.0,Online,2020,8
901,West Gear,1128299,2020-08-03,West,Washington,Seattle,Men's Athletic Footwear,7.702564102564103,195.0,1502.0,571.0,Online,2020,8
902,West Gear,1128299,2020-08-04,West,Washington,Seattle,Women's Street Footwear,7.297101449275362,138.0,1007.0,393.0,Online,2020,8
903,West Gear,1128299,2020-08-05,West,Washington,Seattle,Women's Athletic Footwear,7.601449275362318,138.0,1049.0,451.0,Online,2020,8
904,West Gear,1128299,2020-08-06,West,Washington,Seattle,Men's Apparel,8.203007518796992,133.0,1091.0,414.0,Online,2020,8
905,West Gear,1128299,2020-08-07,West,Washington,Seattle,Women's Apparel,8.6,150.0,1290.0,439.0,Online,2020,8
906,Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Men's Street Footwear,4.3992673992674,273.0,1201.0,661.0,Online,2020,8
907,Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Men's Athletic Footwear,4.099547511312217,221.0,906.0,444.0,Online,2020,8
908,Foot Locker,1185732,2020-08-10,West,Washington,Seattle,Women's Street Footwear,3.4,230.0,782.0,305.0,Online,2020,8
909,Foot Locker,1185732,2020-08-11,West,Washington,Seattle,Women's Athletic Footwear,3.8,175.0,665.0,266.0,Online,2020,8
910,Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Apparel,5.0,195.0,975.0,488.0,Online,2020,8
911,Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Women's Apparel,4.101214574898785,247.0,1013.0,628.0,Online,2020,8
912,Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Men's Street Footwear,4.300940438871473,319.0,1372.0,782.0,Online,2020,8
913,Foot Locker,1185732,2020-08-15,Southeast,Florida,Miami,Men's Athletic Footwear,4.302564102564102,195.0,839.0,411.0,Online,2020,8
914,Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Women's Street Footwear,3.2,240.0,768.0,292.0,Online,2020,8
915,West Gear,1185732,2020-08-17,Southeast,Florida,Miami,Women's Athletic Footwear,3.798816568047337,169.0,642.0,283.0,Online,2020,8
916,Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Apparel,5.298165137614679,218.0,1155.0,555.0,Online,2020,8
917,Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Women's Apparel,4.099547511312217,221.0,906.0,589.0,Online,2020,8
918,Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Men's Street Footwear,4.100746268656716,268.0,1099.0,659.0,Online,2020,8
919,Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Men's Athletic Footwear,4.2,225.0,945.0,454.0,Online,2020,8
920,Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Women's Street Footwear,3.19815668202765,217.0,694.0,243.0,Online,2020,8
921,Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Athletic Footwear,3.6,175.0,630.0,252.0,Online,2020,8
922,Foot Locker,1185732,2020-08-24,Southeast,Florida,Miami,Men's Apparel,5.302197802197802,182.0,965.0,444.0,Online,2020,8
923,Foot Locker,1185732,2020-08-25,Southeast,Florida,Miami,Women's Apparel,4.2,225.0,945.0,605.0,Online,2020,8
924,Foot Locker,1185732,2020-04-26,Southeast,Florida,Miami,Men's Street Footwear,4.19921875,256.0,1075.0,624.0,Online,2020,4
925,Foot Locker,1185732,2020-04-26,Southeast,Florida,Miami,Men's Athletic Footwear,4.1,210.0,861.0,431.0,Online,2020,4
926,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Street Footwear,3.2019704433497536,203.0,650.0,260.0,Online,2020,4
927,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Athletic Footwear,3.798941798941799,189.0,718.0,323.0,Online,2020,4
928,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Apparel,5.198979591836735,196.0,1019.0,459.0,Online,2020,4
929,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Apparel,4.399038461538462,208.0,915.0,549.0,Online,2020,4
930,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Street Footwear,5.2,300.0,1560.0,874.0,Online,2020,4
931,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Athletic Footwear,5.402061855670103,194.0,1048.0,524.0,Online,2020,4
932,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Street Footwear,4.702127659574468,188.0,884.0,327.0,Online,2020,4
933,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Athletic Footwear,4.902857142857143,175.0,858.0,369.0,Online,2020,4
934,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Apparel,5.801020408163265,196.0,1137.0,534.0,Online,2020,4
935,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Women's Apparel,6.399193548387097,248.0,1587.0,1016.0,Online,2020,4
936,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Street Footwear,5.5,290.0,1595.0,941.0,Online,2020,4
937,West Gear,1185732,2020-04-26,Southeast,Florida,Miami,Men's Athletic Footwear,5.398058252427185,206.0,1112.0,545.0,Online,2020,4
938,West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Women's Street Footwear,4.899038461538462,208.0,1019.0,357.0,Online,2020,9
939,West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Athletic Footwear,4.700460829493087,217.0,1020.0,408.0,Online,2020,9
940,West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Apparel,6.201716738197425,233.0,1445.0,708.0,Online,2020,9
941,West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Women's Apparel,6.301158301158301,259.0,1632.0,1061.0,Online,2020,9
942,West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Men's Street Footwear,6.0,299.0,1794.0,1076.0,Online,2020,9
943,West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Men's Athletic Footwear,5.702222222222222,225.0,1283.0,590.0,Online,2020,9
944,West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Women's Street Footwear,5.0,215.0,1075.0,398.0,Online,2020,9
945,West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Athletic Footwear,5.3004291845493565,233.0,1235.0,531.0,Online,2020,9
946,West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Apparel,6.100961538461538,208.0,1269.0,622.0,Online,2020,9
947,West Gear,1185732,2020-09-18,Southeast,Florida,Miami,Women's Apparel,6.700819672131147,244.0,1635.0,1063.0,Online,2020,9
948,West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Men's Street Footwear,6.0,304.0,1824.0,1040.0,Online,2020,9
949,West Gear,1185732,2020-09-20,Southeast,Florida,Miami,Men's Athletic Footwear,5.5,252.0,1386.0,624.0,Online,2020,9
950,West Gear,1185732,2020-09-21,Southeast,Florida,Miami,Women's Street Footwear,5.298701298701299,231.0,1224.0,453.0,Online,2020,9
951,Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Athletic Footwear,4.399141630901288,233.0,1025.0,410.0,Online,2020,9
952,Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Apparel,5.2,225.0,1170.0,527.0,Online,2020,9
953,Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Women's Apparel,5.600719424460432,278.0,1557.0,950.0,Online,2020,9
954,Foot Locker,1185732,2020-09-25,Southeast,Florida,Miami,Men's Street Footwear,5.299295774647887,284.0,1505.0,828.0,Online,2020,9
955,Foot Locker,1185732,2020-09-26,Southeast,Florida,Miami,Men's Athletic Footwear,4.6,255.0,1173.0,528.0,Online,2020,9
956,Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Women's Street Footwear,4.102222222222222,225.0,923.0,341.0,Online,2020,9
957,Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Athletic Footwear,4.2,210.0,882.0,379.0,Online,2020,9
958,Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Apparel,5.0,210.0,1050.0,525.0,Online,2020,9
959,Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Women's Apparel,5.502242152466367,223.0,1227.0,773.0,Online,2020,9
960,Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Men's Street Footwear,5.6,270.0,1512.0,907.0,Online,2020,10
961,Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Men's Athletic Footwear,4.702325581395349,215.0,1011.0,455.0,Online,2020,10
962,Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Women's Street Footwear,4.699507389162561,203.0,954.0,372.0,Online,2020,10
963,Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Athletic Footwear,4.5,182.0,819.0,360.0,Online,2020,10
964,Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Apparel,5.698412698412699,189.0,1077.0,539.0,Online,2020,10
965,Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Women's Apparel,5.901345291479821,223.0,1316.0,855.0,Online,2020,10
966,Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Men's Street Footwear,5.598360655737705,244.0,1366.0,793.0,Online,2020,10
967,Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Men's Athletic Footwear,4.901785714285714,224.0,1098.0,527.0,Online,2020,10
968,Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Women's Street Footwear,4.598214285714286,224.0,1030.0,381.0,Online,2020,10
969,Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Athletic Footwear,4.900990099009901,202.0,990.0,436.0,Online,2020,10
970,Sports Direct,1185732,2020-10-11,Southeast,Florida,Miami,Men's Apparel,6.4,195.0,1248.0,624.0,Online,2020,10
971,Sports Direct,1185732,2020-10-12,Southeast,Florida,Miami,Women's Apparel,6.39906103286385,213.0,1363.0,818.0,Online,2020,10
972,Sports Direct,1185732,2020-05-26,Southeast,Florida,Miami,Men's Street Footwear,6.30030959752322,323.0,2035.0,1140.0,Online,2020,5
973,Sports Direct,1185732,2020-05-26,Southeast,Florida,Miami,Men's Athletic Footwear,5.0984251968503935,254.0,1295.0,609.0,Online,2020,5
974,Sports Direct,1185732,2020-05-26,Southeast,Florida,Miami,Women's Street Footwear,5.201612903225806,248.0,1290.0,477.0,Online,2020,5
975,Sports Direct,1185732,2020-05-26,Southeast,Florida,Miami,Women's Athletic Footwear,5.401913875598086,209.0,1129.0,485.0,Online,2020,5
